date,price
2022-10-05,143.85072326660156
2022-10-06,142.8976287841797
2022-10-07,137.650634765625
2022-10-10,137.97488403320312
2022-10-11,136.55992126464844
2022-10-12,135.9311065673828
2022-10-13,140.50013732910156
2022-10-14,135.97042846679688
2022-10-17,139.9302215576172
2022-10-18,141.2469024658203
2022-10-19,141.35498046875
2022-10-20,140.8931427001953
2022-10-21,144.7056121826172
2022-10-24,146.84765625
2022-10-25,149.6873321533203
2022-10-26,146.74935913085938
2022-10-27,142.27862548828125
2022-10-28,153.02809143066406
2022-10-31,150.66990661621094
2022-11-01,148.02671813964844
2022-11-02,142.504638671875
2022-11-03,136.461669921875
2022-11-04,136.19598388671875
2022-11-07,136.72740173339844
2022-11-08,137.2982940673828
2022-11-09,132.74136352539062
2022-11-10,144.5519561767578
2022-11-11,147.3372802734375
2022-11-14,145.93968200683594
2022-11-15,147.67190551757812
2022-11-16,146.44163513183594
2022-11-17,148.34120178222656
2022-11-18,148.90219116210938
2022-11-21,145.67398071289062
2022-11-22,147.80970764160156
2022-11-23,148.68569946289062
2022-11-25,145.77239990234375
2022-11-28,141.9438018798828
2022-11-29,138.94189453125
2022-11-30,145.69361877441406
2022-12-01,145.96920776367188
2022-12-02,145.47714233398438
2022-12-05,144.31576538085938
2022-12-06,140.6544647216797
2022-12-07,138.71554565429688
2022-12-08,140.3985137939453
2022-12-09,139.91627502441406
2022-12-12,142.2095184326172
2022-12-13,143.1740264892578
2022-12-14,140.94972229003906
2022-12-15,134.34564208984375
2022-12-16,132.38705444335938
2022-12-19,130.28079223632812
2022-12-20,130.2119140625
2022-12-21,133.3121795654297
2022-12-22,130.14303588867188
2022-12-23,129.7788543701172
2022-12-27,127.97773742675781
2022-12-28,124.05072021484375
2022-12-29,127.56437683105469
2022-12-30,127.87931823730469
2023-01-03,123.09602355957031
2023-01-04,124.36565399169922
2023-01-05,123.04682159423828
2023-01-06,127.57420349121094
2023-01-09,128.09585571289062
2023-01-10,128.66668701171875
2023-01-11,131.38316345214844
2023-01-12,131.30441284179688
2023-01-13,132.63308715820312
2023-01-17,133.79444885253906
2023-01-18,133.0759735107422
2023-01-19,133.1350555419922
2023-01-20,135.6940155029297
2023-01-23,138.88287353515625
2023-01-24,140.2804412841797
2023-01-25,139.62103271484375
2023-01-26,141.6879119873047
2023-01-27,143.6267852783203
2023-01-30,140.7430419921875
2023-01-31,142.01266479492188
2023-02-01,143.13467407226562
2023-02-02,148.4396209716797
2023-02-03,152.06150817871094
2023-02-06,149.33526611328125
2023-02-07,152.2091522216797
2023-02-08,149.5222625732422
2023-02-09,148.4888153076172
2023-02-10,148.85353088378906
2023-02-13,151.65301513671875
2023-02-14,151.01229858398438
2023-02-15,153.11183166503906
2023-02-16,151.51499938964844
2023-02-17,150.3715362548828
2023-02-21,146.3596649169922
2023-02-22,146.78350830078125
2023-02-23,147.26651000976562
2023-02-24,144.6149444580078
2023-02-27,145.8076629638672
2023-02-28,145.30496215820312
2023-03-01,143.2349395751953
2023-03-02,143.82635498046875
2023-03-03,148.87326049804688
2023-03-06,151.63327026367188
2023-03-07,149.4351043701172
2023-03-08,150.6869354248047
2023-03-09,148.43951416015625
2023-03-10,146.37936401367188
2023-03-13,148.32125854492188
2023-03-14,150.41098022460938
2023-03-15,150.80528259277344
2023-03-16,153.6244354248047
2023-03-17,152.78656005859375
2023-03-20,155.1522979736328
2023-03-21,157.0054473876953
2023-03-22,155.57615661621094
2023-03-23,156.66041564941406
2023-03-24,157.9615936279297
2023-03-27,156.01971435546875
2023-03-28,155.39874267578125
2023-03-29,158.4741668701172
2023-03-30,160.04144287109375
2023-03-31,162.545166015625
2023-04-03,163.7970428466797
2023-04-04,163.2647705078125
2023-04-05,161.4214630126953
2023-04-06,162.30860900878906
2023-04-10,159.7161865234375
2023-04-11,158.5037384033203
2023-04-12,157.81375122070312
2023-04-13,163.19577026367188
2023-04-14,162.85076904296875
2023-04-17,162.87046813964844
2023-04-18,164.09278869628906
2023-04-19,165.2362060546875
2023-04-20,164.27020263671875
2023-04-21,162.66348266601562
2023-04-24,162.9690704345703
2023-04-25,161.4313201904297
2023-04-26,161.4214630126953
2023-04-27,166.0050506591797
2023-04-28,167.25692749023438
2023-05-01,167.168212890625
2023-05-02,166.1332244873047
2023-05-03,165.05877685546875
2023-05-04,163.4224853515625
2023-05-05,171.0913848876953
2023-05-08,171.02235412597656
2023-05-09,169.31707763671875
2023-05-10,171.08152770996094
2023-05-11,171.268798828125
2023-05-12,170.3409423828125
2023-05-15,169.847412109375
2023-05-16,169.847412109375
2023-05-17,170.45938110351562
2023-05-18,172.78892517089844
2023-05-19,172.89752197265625
2023-05-22,171.9498748779297
2023-05-23,169.343994140625
2023-05-24,169.62037658691406
2023-05-25,170.75555419921875
2023-05-26,173.16400146484375
2023-05-30,175.00987243652344
2023-05-31,174.9604949951172
2023-06-01,177.76380920410156
2023-06-02,178.61270141601562
2023-06-05,177.26039123535156
2023-06-06,176.89517211914062
2023-06-07,175.5231475830078
2023-06-08,178.2376251220703
2023-06-09,178.62258911132812
2023-06-12,181.416015625
2023-06-13,180.9422149658203
2023-06-14,181.57394409179688
2023-06-15,183.6073455810547
2023-06-16,182.5314178466797
2023-06-20,182.62026977539062
2023-06-21,181.58380126953125
2023-06-22,184.5845489501953
2023-06-23,184.26869201660156
2023-06-26,182.8769073486328
2023-06-27,185.630859375
2023-06-28,186.80551147460938
2023-06-29,187.14109802246094
2023-06-30,191.4645233154297
2023-07-03,189.97406005859375
2023-07-05,188.858642578125
2023-07-06,189.3324432373047
2023-07-07,188.21702575683594
2023-07-10,186.17376708984375
2023-07-11,185.65060424804688
2023-07-12,187.31878662109375
2023-07-13,188.07884216308594
2023-07-14,188.22689819335938
2023-07-17,191.48428344726562
2023-07-18,191.22764587402344
2023-07-19,192.57994079589844
2023-07-20,190.6353759765625
2023-07-21,189.4607696533203
2023-07-24,190.26028442382812
2023-07-25,191.1190185546875
2023-07-26,191.9876708984375
2023-07-27,190.72422790527344
2023-07-28,193.30050659179688
2023-07-31,193.91250610351562
2023-08-01,193.0833282470703
2023-08-02,190.0924835205078
2023-08-03,188.70069885253906
2023-08-04,179.6392822265625
2023-08-07,176.5398406982422
2023-08-08,177.47756958007812
2023-08-09,175.8883819580078
2023-08-10,175.6711883544922
2023-08-11,175.73049926757812
2023-08-14,177.38116455078125
2023-08-15,175.3944091796875
2023-08-16,174.52462768554688
2023-08-17,171.98435974121094
2023-08-18,172.46873474121094
2023-08-21,173.80308532714844
2023-08-22,175.177001953125
2023-08-23,179.02194213867188
2023-08-24,174.33682250976562
2023-08-25,176.541015625
2023-08-28,178.10272216796875
2023-08-29,181.98716735839844
2023-08-30,185.4762725830078
2023-08-31,185.69374084472656
2023-09-01,187.26531982421875
2023-09-05,187.5025177001953
2023-09-06,180.7912139892578
2023-09-07,175.503173828125
2023-09-08,176.115966796875
2023-09-11,177.2823028564453
2023-09-12,174.25775146484375
2023-09-13,172.19198608398438
2023-09-14,173.70425415039062
2023-09-15,172.9827117919922
2023-09-18,175.90841674804688
2023-09-19,176.9956817626953
2023-09-20,173.45716857910156
2023-09-21,171.91519165039062
2023-09-22,172.7652587890625
2023-09-25,174.04031372070312
2023-09-26,169.96804809570312
2023-09-27,168.4557647705078
2023-09-28,168.71275329589844
2023-09-29,169.2267303466797
2023-10-02,171.7373046875
2023-10-03,170.40293884277344
2023-10-04,171.64834594726562
2023-10-05,172.88388061523438
2023-10-06,175.43399047851562
2023-10-09,176.9166259765625
2023-10-10,176.3235626220703
2023-10-11,177.7172393798828
2023-10-12,178.61669921875
2023-10-13,176.7782440185547
2023-10-16,176.64971923828125
2023-10-17,175.09793090820312
2023-10-18,173.80308532714844
2023-10-19,173.427490234375
2023-10-20,170.87741088867188
2023-10-23,170.99600219726562
2023-10-24,171.43089294433594
2023-10-25,169.1179962158203
2023-10-26,164.95677185058594
2023-10-27,166.27134704589844
2023-10-30,168.31736755371094
2023-10-31,168.7918243408203
2023-11-01,171.95474243164062
2023-11-02,175.5130615234375
2023-11-03,174.60366821289062
2023-11-06,177.15383911132812
2023-11-07,179.7137908935547
2023-11-08,180.77139282226562
2023-11-09,180.2969970703125
2023-11-10,184.48348999023438
2023-11-13,182.89993286132812
2023-11-14,185.51278686523438
2023-11-15,186.07693481445312
2023-11-16,187.7594757080078
2023-11-17,187.73968505859375
2023-11-20,189.4815673828125
2023-11-21,188.67990112304688
2023-11-22,189.34300231933594
2023-11-24,188.01678466796875
2023-11-27,187.838623046875
2023-11-28,188.44235229492188
2023-11-29,187.42295837402344
2023-11-30,187.99697875976562
2023-12-01,189.27374267578125
2023-12-04,187.4823455810547
2023-12-05,191.43133544921875
2023-12-06,190.34263610839844
2023-12-07,192.27261352539062
2023-12-08,193.69778442382812
2023-12-11,191.1937713623047
2023-12-12,192.70803833007812
2023-12-13,195.92465209960938
2023-12-14,196.0730743408203
2023-12-15,195.53863525390625
2023-12-18,193.87591552734375
2023-12-19,194.9151153564453
2023-12-20,192.82681274414062
2023-12-21,192.67837524414062
2023-12-22,191.60948181152344
2023-12-26,191.06509399414062
2023-12-27,191.1640625
2023-12-28,191.5896759033203
2023-12-29,190.55047607421875
2024-01-02,183.73130798339844
2024-01-03,182.35560607910156
2024-01-04,180.03965759277344
2024-01-05,179.31715393066406
2024-01-08,183.65211486816406
2024-01-09,183.23641967773438
2024-01-10,184.27569580078125
2024-01-11,183.6818389892578
2024-01-12,184.00843811035156
2024-01-16,181.74197387695312
2024-01-17,180.8017578125
2024-01-18,186.6905517578125
2024-01-19,189.5904541015625
2024-01-22,191.896484375
2024-01-23,193.17320251464844
2024-01-24,192.50021362304688
2024-01-25,192.17359924316406
2024-01-26,190.44158935546875
2024-01-29,189.7586669921875
2024-01-30,186.10662841796875
2024-01-31,182.50404357910156
2024-02-01,184.93878173828125
2024-02-02,183.93914794921875
2024-02-05,185.75035095214844
2024-02-06,187.35366821289062
2024-02-07,187.46253967285156
2024-02-08,186.38375854492188
2024-02-09,187.14682006835938
2024-02-12,185.46214294433594
2024-02-13,183.3711700439453
2024-02-14,182.4891815185547
2024-02-15,182.20181274414062
2024-02-16,180.665771484375
2024-02-20,179.9225616455078
2024-02-21,180.67568969726562
2024-02-22,182.7071990966797
2024-02-23,180.8739013671875
2024-02-26,179.5261688232422
2024-02-27,180.98289489746094
2024-02-28,179.78379821777344
2024-02-29,179.11984252929688
2024-03-01,178.0396728515625
2024-03-04,173.52081298828125
2024-03-05,168.58572387695312
2024-03-06,167.59474182128906
2024-03-07,167.47581481933594
2024-03-08,169.1902313232422
2024-03-11,171.1920166015625
2024-03-12,171.6676788330078
2024-03-13,169.5866241455078
2024-03-14,171.43975830078125
2024-03-15,171.06317138671875
2024-03-18,172.15325927734375
2024-03-19,174.49195861816406
2024-03-20,177.05859375
2024-03-21,169.8244171142578
2024-03-22,170.72625732421875
2024-03-25,169.3091583251953
2024-03-26,168.179443359375
2024-03-27,171.74696350097656
2024-03-28,169.93344116210938
2024-04-01,168.4965362548828
2024-04-02,167.3172607421875
2024-04-03,168.11996459960938
2024-04-04,167.29745483398438
2024-04-05,168.0506134033203
2024-04-08,166.9307861328125
2024-04-09,168.13978576660156
2024-04-10,166.26686096191406
2024-04-11,173.46133422851562
2024-04-12,174.95774841308594
2024-04-15,171.13255310058594
2024-04-16,167.8524169921875
2024-04-17,166.48484802246094
2024-04-18,165.5335235595703
2024-04-19,163.5119171142578
2024-04-22,164.34429931640625
2024-04-23,165.39476013183594
2024-04-24,167.4956512451172
2024-04-25,168.35780334472656
2024-04-26,167.77313232421875
2024-04-29,171.93524169921875
2024-04-30,168.7938232421875
2024-05-01,167.77313232421875
2024-05-02,171.46949768066406
2024-05-03,181.7261199951172
2024-05-06,180.07118225097656
2024-05-07,180.75497436523438
2024-05-08,181.09190368652344
2024-05-09,182.9054412841797
2024-05-10,181.6451416015625
2024-05-13,184.85035705566406
2024-05-14,185.9915313720703
2024-05-15,188.26397705078125
2024-05-16,188.38304138183594
2024-05-17,188.41281127929688
2024-05-20,189.57383728027344
2024-05-21,190.87379455566406
2024-05-22,189.43490600585938
2024-05-23,185.4457550048828
2024-05-24,188.52195739746094
2024-05-28,188.5319061279297
2024-05-29,188.82960510253906
2024-05-30,189.82191467285156
2024-05-31,190.77455139160156
2024-06-03,192.54087829589844
2024-06-04,192.8584442138672
2024-06-05,194.3667449951172
2024-06-06,192.98744201660156
2024-06-07,195.3789520263672
2024-06-10,191.63787841796875
2024-06-11,205.56019592285156
2024-06-12,211.4347686767578
2024-06-13,212.5957794189453
2024-06-14,210.8592529296875
2024-06-17,215.0071258544922
2024-06-18,212.6453857421875
2024-06-20,208.07077026367188
2024-06-21,205.8975830078125
2024-06-24,206.54261779785156
2024-06-25,207.46548461914062
2024-06-26,211.61337280273438
2024-06-27,212.45684814453125
2024-06-28,209.0035400390625
2024-07-01,215.0865020751953
2024-07-02,218.5795135498047
2024-07-03,219.84967041015625
2024-07-05,224.6029052734375
2024-07-08,226.0715789794922
2024-07-09,226.92495727539062
2024-07-10,231.19195556640625
2024-07-11,225.823486328125
2024-07-12,228.7706756591797
2024-07-15,232.60105895996094
2024-07-16,233.01785278320312
2024-07-17,227.12342834472656
2024-07-18,222.45948791503906
2024-07-19,222.58848571777344
2024-07-22,222.24119567871094
2024-07-23,223.2831268310547
2024-07-24,216.86279296875
2024-07-25,215.8208465576172
2024-07-26,216.2872314453125
2024-07-29,216.56507873535156
2024-07-30,217.12078857421875
2024-07-31,220.37562561035156
2024-08-01,216.6841583251953
2024-08-02,218.17263793945312
2024-08-05,207.66392517089844
2024-08-06,205.6395721435547
2024-08-07,208.209716796875
2024-08-08,211.6729278564453
2024-08-09,214.5804443359375
2024-08-12,216.11038208007812
2024-08-13,219.82598876953125
2024-08-14,220.27304077148438
2024-08-15,223.2534637451172
2024-08-16,224.5747833251953
2024-08-19,224.41583251953125
2024-08-20,225.0317840576172
2024-08-21,224.92250061035156
2024-08-22,223.064697265625
2024-08-23,225.35963439941406
2024-08-26,225.6973876953125
2024-08-27,226.5418701171875
2024-08-28,225.01193237304688
2024-08-29,228.29039001464844
2024-08-30,227.5055389404297
2024-09-03,221.31619262695312
2024-09-04,219.4087371826172
2024-09-05,220.92874145507812
2024-09-06,219.37892150878906
2024-09-09,219.46835327148438
2024-09-10,218.67355346679688
2024-09-11,221.2069091796875
2024-09-12,221.31619262695312
2024-09-13,221.04794311523438
2024-09-16,214.90829467773438
2024-09-17,215.37521362304688
2024-09-18,219.24977111816406
2024-09-19,227.37637329101562
2024-09-20,226.7107391357422
2024-09-23,224.99205017089844
2024-09-24,225.88616943359375
2024-09-25,224.8927001953125
2024-09-26,226.0352020263672
2024-09-27,226.30340576171875
2024-09-30,231.47943115234375
2024-10-01,224.73374938964844
2024-10-02,225.30003356933594
2024-10-03,224.197265625
2024-10-04,225.3199005126953
2024-10-07,220.2432403564453
2024-10-08,224.29661560058594
2024-10-09,228.04200744628906
2024-10-10,227.5452880859375
2024-10-11,226.0650177001953
2024-10-14,229.79052734375
2024-10-15,232.32391357421875
2024-10-16,230.2674102783203
2024-10-17,230.6349639892578
2024-10-18,233.46636962890625
2024-10-21,234.93670654296875
2024-10-22,234.32077026367188
2024-10-23,229.25404357910156
2024-10-24,229.0653076171875
2024-10-25,229.89979553222656
2024-10-28,231.87680053710938
2024-10-29,232.1450653076172
2024-10-30,228.5983428955078
2024-10-31,224.4357147216797
2024-11-01,221.45529174804688
2024-11-04,220.5611572265625
2024-11-05,221.99176025390625
2024-11-06,221.26651000976562
2024-11-07,225.99545288085938
2024-11-08,225.7269287109375
2024-11-11,223.01173400878906
2024-11-12,223.01173400878906
2024-11-13,223.89691162109375
2024-11-14,226.98007202148438
2024-11-15,223.77757263183594
2024-11-18,226.7811737060547
2024-11-19,227.03973388671875
2024-11-20,227.75584411621094
2024-11-21,227.27845764160156
2024-11-22,228.62110900878906
2024-11-25,231.6048126220703
2024-11-26,233.78292846679688
2024-11-27,233.6536102294922
2024-11-29,236.0405731201172
